Subsidy Dt,Año,Mes,CUOTA,NET,NEW_SEGMENT,TIPO_SUBSIDIO,MARCA,MODELO,GAMA,Diferencia_a_pagar,Diferencia_pagada,precio_venta,unidades,Tipo_Bodega,bimestre,marcapref,gruposeleccionado
1/17/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,525,1,699,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,525,1,699,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,525,1,699,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,525,1,699,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/17/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/21/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/21/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,525,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,699,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,1,1,699,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,1,1,699,1,BODEGA CORP,2,0,4
1/23/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,1,1,699,1,BODEGA CORP,2,0,4
1/24/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/24/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/24/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1000,1,999,1,BODEGA CORP,2,0,4
1/27/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,1,1,599,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
01/11/2019,2019,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
1/31/2019,2019,Ene,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
2/15/2019,2019,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO V,Baja,1,1,699,1,BODEGA CORP,1,0,2
1/28/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,1,1,999,1,BODEGA CORP,2,0,4
1/28/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,1,1,999,1,BODEGA CORP,2,0,4
1/22/2019,2019,Ene,149,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,260,1,799,1,BODEGA CORP,1,0,2
1/22/2019,2019,Ene,149,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,260,1,799,1,BODEGA CORP,1,0,2
1/22/2019,2019,Ene,149,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,260,1,799,1,BODEGA CORP,1,0,2
1/23/2019,2019,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,260,1,799,1,BODEGA CORP,1,0,2
1/23/2019,2019,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO O,Baja,260,1,799,1,BODEGA CORP,1,0,2
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/29/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,530,1,999,1,BODEGA CORP,2,0,4
1/30/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,300,1,999,1,BODEGA CORP,2,0,4
1/30/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,300,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,300,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO V,Media,1,1,1999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
1/31/2020,2020,Ene,149,DOWNGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO C,Media,1,1,999,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,149,UPGRADE,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,1,699,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,1,699,1,BODEGA CORP,2,0,4
2/13/2020,2020,Feb,149,EQUAL,PYME,RETENTION,MARCA 3,MARCA 3 MODELO W,Baja,360,1,699,1,BODEGA CORP,2,0,4
2/18/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/18/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/18/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,300,1,599,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/27/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/28/2020,2020,Feb,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,1,1,999,1,BODEGA CORP,2,0,4
2/28/2020,2020,Feb,149,UPGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO S,Media,530,1,999,1,BODEGA CORP,2,0,4
2/28/2020,2020,Feb,149,UPGRADE,PYME,ACQUISITION,MARCA 2,MARCA 2 MODELO Q,Baja,300,1,599,1,BODEGA CORP,2,0,4
2/28/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,300,1,599,1,BODEGA CORP,2,0,4
2/28/2020,2020,Feb,149,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO Q,Baja,300,1,599,1,BODEGA CORP,2,0,4
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/07/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/10/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/10/2019,2019,Ene,99,DOWNGRADE,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/10/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/10/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/10/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
01/10/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 2,MARCA 2 MODELO R,Baja,1,1,599,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
1/14/2019,2019,Ene,99,EQUAL,PYME,RETENTION,MARCA 1,MARCA 1 MODELO H,Baja,1,1,799,1,BODEGA CORP,1,0,2
